UniqueID,Variable,Component,EMS_Code,Use,Media,Type,Days,Samples,Statistic,NarrativeWQG,MethodNotes,Condition,ConditionNotes,PredictedEffectLevel,Direction,Limit,LimitNotes,Units,Status,Reference,Reference Link,Overview Report Link,Technical Document Link
804, Gas Pressure,Total,EMS_TGP_,Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,,,,"At sea level, maximum gas pressure <= or 110%.  If background levels are higher than recommended guidelines then no increase in excess gas pressure or total gas pressure.  For hatchery environments: maximum excess gas pressure = 24 mmHg (or 103% at sea level; excess gas pressure = 0 mmHg when partial pressure of dissolved oxygen is ?100 mmHg",No Effect,Upper Limit,76,,mmHg,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/totalgas-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/totalgas-tech.pdf
805,Toxaphene,Total,EMS_T014,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.00011,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
806,Toxaphene,Total,EMS_T014,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.00011,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
807,Triallate,Total,EMS_T082,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,230,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
808,Triallate,Total,EMS_T082,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.24,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
809,Tribromomethane (bromoform),Total,EMS_B013,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,100,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
810,Trichlorfon,Total,EMS_T088,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,a.i. = active ingredient,No Effect,Upper Limit,0.009,,ug a.i./L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
811,Trichloromethane (chloroform),Total,EMS_C032,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,100,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
812,Trichloromethane (chloroform),Total,EMS_C032,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,1.8,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
813,Trifluralin,Total,EMS_T015,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,45,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
814,Trifluralin,Total,EMS_T015,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.2,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
815,Turbidity,Total,EMS_0015,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,Change from background of 10 NTU when background is <= 50 NTU; Change from background of 20% when background > 50 NTU. ,,,Further guidelines for total suspended solids is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
816,Turbidity,Total,EMS_0015,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,"Change from background of 5 NTU when background is <= 50 NTU; Change from background of 10% when background > 50 NTU
",,,Further guidelines for total suspended solids is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
817,Turbidity,Total,EMS_0015,Aquatic Life - Estuarine,Water,Short-term acute,1,1,max,"Change from background of 8 NTU at any one time for a duration of 24 h in all waters during clear flows or in clear waters. Change from background of 2 NTU a any one time for a duration of 30 d in all waters during clear flows or in clear waters. Change from background of 5 NTU at any time when background is 8-50 NTU during high flows or in turbid waters. Change from background of 10% when background is >50 NTU at any time during high flows or in turbid waters.
? Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
818,Turbidity,Total,EMS_0015,Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,"Change from background of 8 NTU at any one time for a duration of 24 h in all waters during clear flows or in clear waters. Change from background of 2 NTU a any one time for a duration of 30 d in all waters during clear flows or in clear waters. Change from background of 5 NTU at any time when background is 8-50 NTU during high flows or in turbid waters. Change from background of 10% when background is >50 NTU at any time during high flows or in turbid waters.
? Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
820,Turbidity,Total,EMS_0015,Aquatic Life - Marine,Water,Short-term acute,1,1,max,"Change from background of 8 NTU at any one time for a duration of 24 h in all waters during clear flows or in clear waters. Change from background of 2 NTU a any one time for a duration of 30 d in all waters during clear flows or in clear waters. Change from background of 5 NTU at any time when background is 8-50 NTU during high flows or in turbid waters. Change from background of 10% when background is >50 NTU at any time during high flows or in turbid waters.
? Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
821,Turbidity,Total,EMS_0015,Drinking Water,Water,Narrative,1,1,max,"For raw drinking water with treatment for particulates the change from background turbidity should not exceed 5 NTU at any time when background turbidity is <= 50 NTU and if background turbidity is > 50 NTU than the change from background should not exceed 10%.  For raw drinking water without treatment for particulates, changes from background turbidity should not exceed 1 NTU at any time when background turbidity is <= 5 NTU and the change in turbidity should not exceed 5 NTU at any time.  When natural background turbidity is >50 NTU, induced turbidity should not exceed 10% of background turbidity.",,,,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
824,Turbidity,Total,EMS_0015,Wildlife,Water,Long-term chronic,30,5,mean,Change from background of 10 NTU when background is <= 50 NTU; Change from background of 20% when background > 50 NTU. ,,,Further guidelines for total suspended solids is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
825,Turbidity,Total,EMS_TURF,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,Change from background of 10 NTU when background is <= 50 NTU; Change from background of 20% when background > 50 NTU. ,,,Further guidelines for total suspended solids is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
826,Turbidity,Total,EMS_TURF,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,"Change from background of 5 NTU when background is <= 50 NTU; Change from background of 10% when background > 50 NTU
",,,Further guidelines for total suspended solids is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
827,Turbidity,Total,EMS_TURF,Aquatic Life - Estuarine,Water,Short-term acute,1,1,max,"Change from background of 8 NTU at any one time for a duration of 24 h in all waters during clear flows or in clear waters. Change from background of 2 NTU at any one time for a duration of 30 d in all waters during clear flows or in clear waters. Change from background of 5 NTU at any time when background is 8-50 NTU during high flows or in turbid waters. Change from background of 10% when background is >50 NTU at any time during high flows or in turbid waters.
? Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
828,Turbidity,Total,EMS_TURF,Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,"Change from background of 8 NTU at any one time for a duration of 24 h in all waters during clear flows or in clear waters. Change from background of 2 NTU at any one time for a duration of 30 d in all waters during clear flows or in clear waters. Change from background of 5 NTU at any time when background is 8-50 NTU during high flows or in turbid waters. Change from background of 10% when background is >50 NTU at any time during high flows or in turbid waters.
? Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
830,Turbidity,Total,EMS_TURF,Aquatic Life - Marine,Water,Short-term acute,1,1,max,"Change from background of 8 NTU at any one time for a duration of 24 h in all waters during clear flows or in clear waters. Change from background of 2 NTU at any one time for a duration of 30 d in all waters during clear flows or in clear waters. Change from background of 5 NTU at any time when background is 8-50 NTU during high flows or in turbid waters. Change from background of 10% when background is >50 NTU at any time during high flows or in turbid waters.
? Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
831,Turbidity,Total,EMS_TURF,Drinking Water,Water,Narrative,1,1,max,"For raw drinking water with treatment for particulates the change from background turbidity should not exceed 5 NTU at any time when background turbidity is <= 50 NTU and if background turbidity is > 50 NTU than the change from background should not exceed 10%.  For raw drinking water without treatment for particulates, changes from background turbidity should not exceed 1 NTU at any time when background turbidity is <= 5 NTU and the change in turbidity should not exceed 5 NTU at any time.  When natural background turbidity is >50 NTU, induced turbidity should not exceed 10% of background turbidity.",,,,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
834,Turbidity,Total,EMS_TURF,Wildlife,Water,Long-term chronic,30,5,mean,Change from background of 10 NTU when background is <= 50 NTU; Change from background of 20% when background > 50 NTU. ,,,Further guidelines for total suspended solids is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbitity-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/turbidity-tech.pdf
835,Uranium ,Total,EMS_U_-T,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,10,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
